File,Length (s),Padding_Time
20221O78_20220420_040000_156026880.wav,3.573333,2.426667
20221O78_20220420_040000_156730880.wav,3.84,2.16
20221O78_20220420_040000_157155840.wav,4.693333,1.306667
20221O78_20220420_040000_157468160.wav,4.32,1.6799999999999995
20221O78_20220420_040000_157806080.wav,3.573333,2.426667
20221O78_20220420_040000_158699520.wav,4.106667,1.893333
20221O78_20220420_040000_159022080.wav,4.48,1.5199999999999996
20221O78_20220420_040000_160801280.wav,5.386667,0.6133329999999999
20221O78_20220420_040000_161192960.wav,4.213333,1.7866669999999996
20221O78_20220420_040000_161569280.wav,4.053333,1.946667
20221O78_20220420_040000_161835520.wav,3.2,2.8
20221O78_20220420_040000_162949120.wav,3.626667,2.373333
20221O78_20220420_040000_163729920.wav,4.533333,1.4666670000000002
20221O78_20220420_040000_164072960.wav,4.053333,1.946667
20221O78_20220420_040000_164679680.wav,3.466667,2.533333
20221O78_20220420_040000_165094400.wav,3.68,2.32
20221O78_20220420_040000_165849600.wav,4.0,2.0
20221O78_20220420_040000_166256640.wav,3.786667,2.213333
20221O78_20220420_040000_167022080.wav,4.106667,1.893333
20221O78_20220420_040000_167467520.wav,4.053333,1.946667
20221O78_20220420_040000_168051200.wav,3.84,2.16
20221O78_20220420_040000_168581120.wav,4.106667,1.893333
20221O78_20220420_040000_168947200.wav,3.733333,2.266667
20221O78_20220420_040000_170880000.wav,4.16,1.84
20221O78_20220420_040000_171893760.wav,3.413333,2.586667
20221O78_20220420_040000_172254720.wav,2.933333,0.0666669999999998
20221O78_20220420_050000_1286784.wav,3.528027,2.471973
20221O78_20220420_050000_1859328.wav,3.408027,2.591973
20221O78_20220420_050000_2048.wav,1.888027,1.111973
20221O78_20220420_050000_2286720.wav,2.04,0.96
20221O78_20220420_050000_35791360.wav,1.92,1.08
20221O78_20220420_050000_36040704.wav,2.304036,0.695964
20221O78_20220420_050000_36619776.wav,2.293333,0.7066669999999999
20221O78_20220420_050000_36911616.wav,2.389342,0.6106579999999999
20221O78_20220420_050000_37226496.wav,2.128027,0.8719730000000001
20221O78_20220420_050000_37989888.wav,2.928027,0.0719729999999998
20221O78_20220420_050000_38379008.wav,2.101361,0.8986390000000002
20221O78_20220420_050000_38658048.wav,2.672018,0.327982
20221O78_20220420_050000_38953728.wav,2.16,0.8399999999999999
20221O78_20220420_050000_39427584.wav,2.656009,0.3439909999999999
20221O78_20220420_050000_40152960.wav,2.52,0.48
20221O78_20220420_050000_40500864.wav,2.352018,0.6479819999999998
20221O78_20220420_050000_407552.wav,2.410703,0.5892970000000002
20221O78_20220420_050000_40771584.wav,2.368027,0.6319729999999999
20221O78_20220420_050000_41064448.wav,2.432018,0.5679820000000002
20221O78_20220420_050000_41415680.wav,2.496009,0.5039910000000001
20221O78_20220420_050000_41810944.wav,2.602676,0.3973239999999998
20221O78_20220420_050000_43496448.wav,2.56,0.4399999999999999
20221O78_20220421_040000_100119552.wav,2.208027,0.791973
20221O78_20220421_040000_100386816.wav,2.528027,0.4719730000000002
20221O78_20220421_040000_100919808.wav,3.136009,2.863991
20221O78_20220421_040000_101160960.wav,2.624036,0.3759640000000002
20221O78_20220421_040000_101445120.wav,3.072018,2.927982
20221O78_20220421_040000_101718528.wav,2.912018,0.0879819999999997
20221O78_20220421_040000_101942784.wav,3.36,2.64
20221O78_20220421_040000_102191616.wav,2.432018,0.5679820000000002
20221O78_20220421_040000_102434304.wav,3.36,2.64
20221O78_20220421_040000_102769152.wav,2.816009,0.1839909999999998
20221O78_20220421_040000_103071744.wav,3.488027,2.511973
20221O78_20220421_040000_103974912.wav,2.688027,0.311973
20221O78_20220421_040000_104246784.wav,3.072018,2.927982
20221O78_20220421_040000_104549376.wav,3.328027,2.671973
20221O78_20220421_040000_104879616.wav,2.88,0.1200000000000001
20221O78_20220421_040000_105143808.wav,3.008027,2.991973
20221O78_20220421_040000_105618432.wav,3.072018,2.927982
20221O78_20220421_040000_106243584.wav,3.296009,2.703991
20221O78_20220421_040000_106991616.wav,2.944036,0.0559639999999999
20221O78_20220421_040000_107306496.wav,2.784036,0.215964
20221O78_20220421_040000_108779520.wav,2.656009,0.3439909999999999
20221O78_20220421_040000_109037568.wav,2.624036,0.3759640000000002
20221O78_20220421_040000_109432320.wav,3.104036,2.895964
20221O78_20220421_040000_109899264.wav,2.976009,0.023991
20221O78_20220421_040000_110628864.wav,3.328027,2.671973
20221O78_20220421_040000_110968320.wav,2.336009,0.6639910000000002
20221O78_20220421_040000_112465920.wav,3.136009,2.863991
20221O78_20220421_040000_113564160.wav,2.464036,0.5359639999999999
20221O78_20220421_040000_117093888.wav,3.136009,2.863991
20221O78_20220421_040000_119930880.wav,2.464036,0.5359639999999999
20221O78_20220421_040000_122777600.wav,2.901361,0.0986389999999999
